ZINC13801569,C1=CC(=CC(=C1)N=C=S)C2=C(NC3=C(C2=O)C=CC(=C3)Cl)O
D01709,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)[O-].O.O.[Na+]
ZINC26476283,CCOC(=O)C(CC1=CC=C(C=C1)OP(=O)(O)O)NC(=O)C
D03218,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
ZINC26830934,CC1=CC(=C(C(=C1S(=O)(=O)NC(CC2=CC=CC(=C2)C(=N)N)C(=O)N3CCN(CC3)S(=O)(=O)C)C)C)OC
ZINC00010465,C1OC2=C(O1)C=C(C=C2)CC3=CN=C(N=C3N)N
ZINC43021644,CC1=CC2=C(C=C1)C(=NO)C(=O)N2CC3=C4C(=CC(=C3)F)COCO4
ZINC06484888,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2CNC3=CC4=CC=CC=C4N=C3
ZINC87613101,CCNC(=O)C(CC1=CC=C(C=C1)O)N(C)C(=O)C(CCCN=C(N)N)NC(=O)C
ZINC26012115,C1C2C3=CC=CC=C3C(N2)(C4=CC=CC=C41)C(=O)N
ZINC95572038,CC1=CC(=C(C=C1)C2=C3C(=CNC3=NC(=N2)SC)C)C
ZINC14946727,CC(C)CN(C(CCCCNC(=O)CN(CC1=CC(=C(C=C1)OC)OC)C2=CC=CC=C2)CO)S(=O)(=O)C3=CC=C(C=C3)N
D02361,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C
ZINC29475431,CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OCCC(C2=CC=CC=C2)C3=CC=CC=C3
ZINC05765081,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
ZINC01081322,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O
ZINC04212164,CCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C
ZINC72116151,CCOC1=CC=CC=C1C2=CC3=C(C=C2)C(=NC(=N3)N)N
D03829,CCC(CC)C(C1C(CC(C1O)C(=O)O)N=C(N)N)NC(=O)C.O.O.O
ZINC82726969,CC(C)OC(=O)C1=C(C=C(C=C1)O)O
D03218,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
D03830,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.C(C(C(=O)O)O)C(=O)O
ZINC27559450,CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCC2=CC=CC=N2
ZINC14956881,CC1=CC(=CC=C1)N(C2=CC(=CC(=C3NC4=C(N3)C=C(C=C4)C(=N)N)C2=O)C(CC(=O)O)C(=O)O)C(=O)C
A3T,CC(C(C(=O)NC1C(OC(C1O)N2C=NC3=C2N=CN=C3N)CO)N)O
UC5,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(CP(=O)(O)O)O)O
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
ZINC03964325,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
ZINC27406913,CCC(C(=O)C(=O)NCCC1=CC=CN1C)NC(=O)C(CC(C)C)NC(=O)OCC2=CC=CC=C2
D04979,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42
D00225,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
ZINC01758360,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)[N+](=O)[O-]
D03260,CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.O.O.O.Cl
D00231,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
ZINC00001792,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
D02451,C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N.Cl
D00501,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
ZINC96270017,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC)SC2CN(CC2S)C(=O)CN3C(=O)C4=CC=CC=C4C3=O
D00142,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
CCV,CC1=C(NC(=O)NC1=O)CC(CO)CO
D00231,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
ZINC13766228,C1CC(N(C1)C(=O)CC(C2=CC3=C(C=C2)OCO3)C4=CN=CC=C4)C(=O)NCC5CCC(CC5)N
D00018,C(C(C1C(=C(C(=O)O1)O)O)O)O
ZINC00017086,C1=CC2=C(C=C(S2)C(=N)N)C(=C1)I
ZINC84605300,C1C(O1)COC(=O)CC2=CC=C(C=C2)CC3=CC=CC=C3
D00380,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
ZINC01059104,CC1=CC(=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)N4CCOCC4)Cl)C
D00528,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
ZINC95571830,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CNC(=O)NC3=CC(=CC=C3)Cl)O
D00160,C(CCC(=O)O)CCN
ZINC13488091,CC1=CC=C(C=C1)NS(=O)(=O)N
D00775,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
D00519,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
ZINC28523203,CC1=CC2=C(C=C1)OC=C(C2=O)C=NC3=NC=CC(=N3)NC4=CC=C(C=C4)S(=O)(=O)N
ZINC13800522,CNCC(=O)NCCC(=O)NC1=NN=C(S1)S(=O)(=O)N
D01071,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2
ZINC28388405,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C(C)CC)NC(=O)C4=NC=CN=C4
D00542,C(C(F)(F)F)(Cl)Br
D03670,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
D01071,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2
ABL,C(C1C(C(C(C(=O)N1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O
ZINC49112301,C1=CC=C(C=C1)C(CNC2=NC=C(N(C2=O)CC(=O)NCCON=C(N)N)Cl)(F)F
ZINC29220534,C1CC(N(C1)S(=O)(=O)C=CC2=CC=CC=C2)C(=O)NCC3=CC=CC=C3
ZINC13559857,CC1=C(SC(=N1)C)C2=NC(=NC=C2)NC
ZINC49853498,CC1CC=NN1C2=C(C=NC=C2)S(=O)(=O)N
D00549,CC(C)C1=C(C(=CC=C1)C(C)C)O
ZINC13761994,C1CCC(CC1)C(C2CCCCC2)C(C(=O)N3CCCC3C(=O)NCC4CCC(CC4)N)N
D01133,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC
ZINC40953037,CC(C)CNC1=NC(=CC(=N1)N(C)CC(C)C)C=CC2=CC=CC=C2
D00960,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
D00241,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
ZINC05113104,C(CCCCCOS(=O)(=O)N)CCCCOS(=O)(=O)N
D00029,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
ZINC40423146,CC(C)CNC1=NC(=CC(=N1)N(CC(C)C)C(=O)OC(C)(C)C)CCC2=CC=CC3=CC=CC=C32
ZINC29552875,C1=CC(=CC=C1CN(CC(=O)O)S(=O)(=O)C2=CC=C(C=C2)NC(=O)NS(=O)(=O)C3=CC=C(C=C3)Cl)[N+](=O)[O-]
D00726,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
D00118,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
ZINC04488435,C1CCC(C1)NS(=O)(=O)C2=CC=C(C=C2)OCC(=O)N3CCOCC3
ZINC49032006,CC(C)CC(C(=O)N)NC(=O)C(CCC(=O)N)NC(=O)CS
D00410,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2
ZINC27555931,CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCC2=CC3=C(C=C2)OCO3
ZINC13782212,CCOC(=O)C(C1=CC=C(C=C1)OC2CCNC2)OC3=CC4=C(CCN(C4)C(=N)N)C=C3
D00528,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
ZINC14908090,C1=CC=C(C=C1)CC2C(C(C(N(C(=O)N2CC3=CC(=CC=C3)O)CC4=CC5=C(C=C4)NN=C5)CC6=CC=CC=C6)O)O
ZINC04228231,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O
ZINC42805911,CC1=CC(=[N+](C(=C1)C)NC(=O)C2=C(C3=C(N2)C=CC(=C3)S(=O)(=O)N)C4=C(C(=C(C(=C4F)F)F)F)F)C
ZINC49019792,C(CCN)CC(C(=O)N)NC(=O)C(CC(=O)O)NC(=O)CS
ZINC13606628,C#CCN=C(N)NCCCC(C(=O)O)N
D02356,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
D00730,CCCCOC(=O)C1=CC=C(C=C1)N
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
ZINC89469552,CCNC(=O)C(CC1=CC=C(C=C1)C#N)NC(=O)C(CCCN=C(N)N)NC(=O)C
ZINC28864552,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CNC(=S)NC34CC5CC(C3)CC(C5)C4)O
ZINC29135945,C1=CC=C(C=C1)C2=CC=C(C=C2)CCC(=O)C3=NC=C(O3)I
ZINC13813812,COC1=CC=C(C=C1)S(=O)(=O)NO
D00037,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
ZINC28711566,CC1=CC=CC=C1NC(=O)N2CCC(CC2)CNC3=CC=CC(=C3)C4=C(C(=C(S4)C(=O)O)OCC(=O)O)Br
ZINC26956939,CC(C)CC(C(=O)NC(=O)NN1CCOCC1)NC(=O)C(CCC2=CC=CC=C2)N=CCS(=O)(=O)C3=CC=CC=C3
D00103,C(C(C(=O)O)O)(C(=O)O)O
HAB,C1=CC=C(C(=C1)C(=O)O)NN=C2C=CC(=O)C=C2
ZINC14946738,CC1=CC=C(C=C1)S(=O)(=O)N(CC(C)C)C(CCCCNC(=O)NCCC2=CC=CC=C2)C(=O)O
ZINC95595348,C1CCN(CC1)C(=O)CCC(CC(C(=O)O)N)C(=O)O
ZINC33816508,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CNS(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-])O
ZINC13580484,C1CC1C2=CC(=NN2)NC(=O)CC3=CC=C(C=C3)OC(F)(F)F
ZINC29243617,C1=CC(=C(C=C1S(=O)(=O)N)Br)NC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
D02655,CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC.Cl
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
ZINC02944777,C1CCN(C1)S(=O)(=O)C2=CC3=C(C=C2)NC(=O)C3=O
ZINC29250675,C1=CC2=C(C=C1OCCOC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O)SC(=N2)S(=O)(=O)N
ZINC14946792,CC1=CC=C(C=C1)S(=O)(=O)N(CC(C)C)C(CCCCNC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)CN
ZINC00156390,C1=CC(=CC=C1C(=N)N)N
ZINC03816310,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3
D02769,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O
ZINC04228284,CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)CO)O)O)O)O
ZINC40411489,CCCOC1=CC=CC2=C1N(C(=N2)N)CC3=CC(=C(C=C3)Cl)Cl
ZINC28008550,C1=CC=C(C=C1)C(CC(=O)O)C(CF)N
ZINC96272267,C1CC1NC(=O)COC2=CC=C(C=C2)C3=C(C4=CC(=C(C=C4O3)O)C(=O)O)C#CC5=CC(=CC=C5)Cl
ZINC40875035,CC1=CC(=[N+](C(=C1)C)NC(=O)C2=C(C3=C(N2)C=CC(=C3)S(=O)(=O)N)C4=CC(=CC=C4)F)C
D02017,CN1C(=C2C(=NC=N2)N(C1=O)C)[O-].C[N+](C)(C)CCO
ZINC95559587,CN(CCC1=CC=CC=N1)C2=NC(=NC3=C2CN(CC3)C(=O)NC4=CC=CC=C4)C5=CC=CC=C5
ZINC29240882,C1=CC(=C(C=C1S(=O)(=O)N)F)NC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O
D03252,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
D01425,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
ZINC40949824,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC3=CC(=CC=C3)Br
ZINC28711557,CC1=C(C(=CC=C1)C)CS(=O)(=O)N2CCC(CC2)NC3=CC=CC(=C3)C4=C(C(=C(S4)C(=O)O)OCC(=O)O)Br
ZINC82158235,CC1=C2C(=C3C=C(C=CC3=NC2=NN1)OC)CN4CCCOCC4
D02193,CCOP(=O)(OCC)SCC[N+](C)(C)C.[I-]
ZINC14113739,CCCCCCCCNC(=O)C(CC(C)C)C(=O)NO
ZINC64528405,CC1=C(C=C(N1C2=CC=C(C=C2)S(=O)(=O)N)C3=CC4=CC=CC=C4C=C3)C(=O)NCCN5CCCCC5
ZINC66074483,CCCCCCNC1=NC(=NC2=C1N=CN2CC(=O)O)NCC3=CC=C(C=C3)C4CCCCC4
ZINC96172311,CN1CCN(CC1)C(=O)CNC2CC2C3=CC=C(C=C3)C4=CC(=CC=C4)Cl
ZINC64573516,CC1C(=O)NCC(C(=O)NC(C(=O)N1)C)C(C2=CC=CC=C2)NC3=CC=CC=C3
D02356,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
ZINC28826215,CCOC(=O)N1CC(C(C1)NC(=O)C2=CC=C(S2)Cl)NC(=O)C3=CC=C(C=C3)N4C=CC=CC4=O
ZINC27522104,CCCCNC(=O)OC1=C(C2=CC=CC=C2C=C1)C3=C(C=CC4=CC=CC=C43)O
ZINC71329316,C1C(N=NC1C2=C3C=CC=CC3=CC4=CC=CC=C42)C5=CC=CC=N5
ZINC14971795,CC(C)C(CNC1=CC=C(C=C1)OC(F)(F)F)NC(=O)C(CC(=O)N2CCOCC2)C3=CC(=CC=C3)C(F)(F)F
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
ZINC34803592,CCCCCCCCC=CCCCCCCCC(=O)C1=NN=C(O1)C2=CC=CC=N2
ZINC26469798,CCN(CC)CCNC(=O)C1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(S2)S(=O)(=O)N
D04023,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)C#C)OCCOC.Cl
D01196,CC(=O)NC1=NN=C(S1)S(=O)(=O)[NH-].[Na+]
ZINC14946726,CC1=CC=C(C=C1)S(=O)(=O)N(CC(C)C)C(CCCCNC(=O)CN(CC2=CC(=C(C=C2)OC)OC)C3=CC=CC=C3)CO
ZINC84669524,C1=CC(=CC=C1NC(=O)NC2=C(C(=C(C(=C2F)F)F)F)F)OS(=O)(=O)N
ZINC28565824,CC(C)(C(C(=O)N1CC(CC1C#N)F)N)SCCC2=CC=CC=C2
D00563,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
ZINC13808253,C1=CC=C(C=C1)CS(=O)(=O)N(CC2=CC=C(C=C2)[N+](=O)[O-])CC(=O)NO
ZINC64512395,C1=CC(=C(C=C1C(=O)CSC2=NC3=C(N2)C=C(C=C3)Br)S(=O)(=O)N)Cl
ZINC13836396,C1=CC=C2C(=C1)C=CC=C2OCP(=O)(O)O
ZINC13525788,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)CF
ZINC14954801,C1=CC=C(C=C1)C2=CC=CC(=C3NC4=C(N3)C=C(C(=C4)C(=N)N)F)C2=O
D01977,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
ZINC03872170,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
D04983,CSCCC(C(=O)O)N
ZINC28710033,CN(C)C(=O)C1=CC=C(C=C1)C2=C(C3=C(C=C2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5
D00512,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
ZINC26166326,C1=CC=C2C=C3C=C(C(=CC3=CC2=C1)C(=O)NC4=CN=C(C=C4)N=C(N)N)O
D00900,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O
ZINC03871900,COCC1CCCN1S(=O)(=O)C2=CC3=C(C=C2)NC(=O)C3=O
D01217,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C
ZINC13741450,CC1=NC=CC(=C1)CN(C)C2=C3C=CC=C4C3=C(C=C2)N=C4N
D00160,C(CCC(=O)O)CCN
D00283,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
ZINC13560663,CC1=CC(=[N+](C(=C1)C(C)(C)C)C2=CC=C(C=C2)S(=O)(=O)NC3=NN=C(S3)S(=O)(=O)N)C(C)(C)C
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
ZINC28002016,CCC1=CC(=CC(=[N+]1C2=CC=C(C=C2)S(=O)(=O)N)C3=CC=CC=C3)C4=CC=CC=C4
ZINC40429613,CC(C)CNC1=NC(=CC(=N1)CCC2=CC=CC=C2)CCC3=CC=CC=C3
D00021,C1=CC=C(C=C1)CC(C(=O)O)N
ZINC00036973,CC1=CC(=CC(=C1O)C)NS(=O)(=O)C2=CC=CC=C2
D00163,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
D00328,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
D00332,C1CCC(CC1)(CC(=O)O)CN
ZINC03941833,C1CN(C(=O)C1NS(=O)(=O)C2=CC3=C(S2)C=NC=C3)CC4=CC(=C(N)N)C=CC4=O
ZINC13561074,C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)NC(=O)NC2=C(C(=C(C(=C2F)F)F)F)F
ZINC40540431,CCCC1C(CCCN1C(=O)C2=C(C=CN=C2)C(F)(F)F)(C(=O)N3CCC(CC3)OC4=CC=CC=N4)OC5=CC=C(C=C5)C(F)(F)F
ZINC10450281,C1=CC=C(C(=C1)CN(CC(=O)NO)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[N+](=O)[O-]
D03798,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O
ZINC14971847,CC(CNC1=CC=C(C=C1)OC(F)(F)F)NC(=O)OC(CC2=CC=CC=C2)C(=O)N3CCOCC3
ZINC95579226,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CNC(=S)NC3=CC=C(C=C3)Br)O
D00566,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+]
ZINC39261472,C1C2=CC(=CC(=C2OCO1)CN3C4=CC=CC(=C4C(=NO)C3=O)C=CC5=CC=CC=C5)F
KIF,C(C1C(C(C(C2N1C(=O)C(=O)N2)O)O)O)O
ZINC14955000,C1=CC2=C(C(=C1)Cl)SC(=C2OCC(=O)O)C(=O)O
D03601,CC1CC(CC(C1)(C)C)OC(=O)C2CCC(=O)N2
ZINC26960826,C1=CC=C(C=C1)C2=CC3=C(C=C2)C=CN=C3N=C(N)N
D00294,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
D04023,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)C#C)OCCOC.Cl
D00437,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
ZINC40952241,CC1(CC2=C(C1)N(C(=O)NC2=O)CC(C(=O)O)N)C
ZINC26567913,COC1=CC2=C(C=C1)C=CC(=C2)S(=O)(=O)NC3CCN(C3=O)CC4=CC5=C(C=C4)C=CN=C5N
ZINC62225375,CCCCCCSS(=O)CCCCCC
D00303,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
ZINC40423137,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCC4=COC=C4CCNC5=C6CCCCC6=NC7=CC=CC=C75
ZINC40429794,C1=CC=C(C=C1)CCC2=CC(=NC(=N2)SCC3=CC=CC=C3)SCC4=CC=CC=C4
ZINC18177171,C1=CC=C(C=C1)CNC(=O)NC2=CC=C(C=C2)S(=O)(=O)N
D00394,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
ZINC14946445,C1=CC=C(C=C1)CC2C(C(C(N(C(=O)N2CC3=CC=C(C=C3)Cl)CC4=CC=C(C=C4)Cl)CC5=CC=CC=C5)O)O
ZINC28131236,C1=CC(=CC=C1CCNC(=S)NC(=O)CN)S(=O)(=O)N
D01441,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
ZINC95591722,COC1=CC2=C(C=C1)N(C(=N2)C3=CC(=C(C=C3)Cl)Cl)C4=CC(=NC=C4)NC5CCCCC5
ZINC28713888,C1=CC(=C(C(=C1F)C(=O)C(=O)C2=CC(=CC(=C2F)F)F)F)F
ZINC14947472,C1=CC(=C(C=C1S(=O)(=O)N)F)NC(=O)CCS
ZINC77303083,COC1C(C(C(C(O1)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O
D02451,C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N.Cl
D00397,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
ZINC13479573,C1=C(C2=C(S1)C(=O)NC(=O)N2)N=C(N)N
ZINC13677414,CCOC(=O)C1=NN2C3=C(C=CC(=C3)Cl)NC(=O)C2=N1
ZINC43063146,CCOC1=C(C=CC(=C1)C(C(=O)NS(=O)(=O)C2=CC=CC(=C2)O)NC3=CC4=C(C=C3)C(=NC=C4)N)OC(C)C
D00417,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
ZINC14948711,CC(C(=O)NC1=NNC(=S)S1)NC(=O)C(CC2=CC=CC=C2)NS(=O)(=O)C3=CC=CC=C3[N+](=O)[O-]
ZINC00013223,C1=CC2=C(C=C1F)NC(=C2CCC(=O)O)C(=O)O
ZINC28639571,CC(=O)C1=C(C=CC2=C1OC(=C2)C3=COC4=C3C=CC(=C4C(=O)C)O)O
D02008,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
ZINC13735342,CC1=NC(=O)C2=C(N1)C=CC3=C2C=C(C=C3)CN(C)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O
ZINC14975885,C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C#N
D04025,C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F
D00043,CC(C)OP(=O)(OC(C)C)F
ZINC84757924,CCOC1=CC=CC(=C1)CCNC(=O)C2=CC=C(C=C2)S(=O)(=O)N
D01133,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC
D00043,CC(C)OP(=O)(OC(C)C)F
D01977,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
ZINC96172297,CN1CCN(CC1)C(=O)CNC2CC2C3=CC=C(C=C3)C4=CC=C(C=C4)C#N
ZINC72124726,C1=CC=C(C=C1)CSC2=NC(=O)NC(=N2)SCC3=CC=CC=C3[N+](=O)[O-]
C18,CNCC1=CC(=O)OC2=C1C=CC(=C2)OCC3=CC(=CC=C3)Cl
D00293,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
ZINC96273173,C1=CC=C(C=C1)C2=NNC(=S)N2C3=CC4=C(C=C3)C=C(S4)C(=O)O
D01977,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
ZINC26740930,CCC(C)C(C(=O)NC(CCC1=CC=CC=C1)C(=O)CO)NC(=O)C2=CC(=CC=C2)CN
ZINC13756336,C1=CC=C(C=C1)C2C(C2C(=O)O)C(C(=O)O)N
ZINC84668150,CN1C=C(N(N1)O)Br
D00775,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
ZINC13491465,COC1=C(C=C(C=C1)C2=CC(=C(S2)C(=O)O)NC(=O)C(=O)O)OC
ZINC13676558,CC(C)(C)OC(=O)NC(CC1=CC=CC=C1)C(=O)NCC#N
ZINC49089999,C1=CC=C(C(=C1)NC(=O)C2=CC=C(C=C2)C(F)(F)P(=O)(O)O)F
D00732,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.Cl
BIG,CCCCSCC1CN(CC1O)CC2=CNC3=C2N=CN=C3N
ZINC28099492,CCCC1=CN(N=N1)C2C(C(OC(C2O)SC)CO)O
ZINC43201999,C1CN(CCN1)C(=O)C2=CC=C(C=C2)C=CC3=NNC4=CC=CC=C43
ZINC84652324,C1=CC(=CC(=C1)Cl)NC(=O)NC2=CC=C(C=C2)OS(=O)(=O)N
ZINC27552847,C1=CC(=CC=C1NC(=S)NC(CC2=CC(=C(C=C2)O)O)C(=O)O)S(=O)(=O)N
ZINC13471990,CCCC(CCC)C(=O)OCCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
D03350,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4.Cl.Cl
D00691,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
ZINC13799095,C1=CC(=CC(=C1)S(=O)(=O)N)NC(=O)C2=NC(=CC=C2)C(=O)O
D04023,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)C#C)OCCOC.Cl
D00538,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
D00105,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
